gene_id	seed_gene_involved	interactions_seeds_ids
51004	F	56954,522,26073,2108,51004,388951,9512,84274,79133,415,708,5064,7704,57664,51805,51117,509,1017,388962,4898,1891,56997,79934,593,23203,1489677,51142,514,23417,5573,27077,57017,54968,10551,54205,28998
64976	F	65003,51318,9055,124995,2253,9512,3030,8209,8662,10236,6625,64949,55720,6890,79590,64745,5356,3396,6137,6742,55218,4191,101060226,23203,26589,85476,9702,84545,3183,65008,51382,10573,5163,3609,64978,83943,10884,549,65005,476,64928,515,26164,54948,1743,10102,29088,5987,7019,4528,8945,26995,51250,219927,28977,1431,83896,28976,54968,4358,51258,23078,219402,6182,7024,51001,375791,3881,60493,84881,92399,79922,7284,9694,51204,9617,64965,51574,988,64975,26019,388677,51069,54534,55006,27303,64210,51253,11331,128308,84681,9238,54148,57129,196074,6390,708,386682,2926,54516,122704,10269,84101,6183,3315,64983,54998,9801,118487,91574,51073,23256,30968,10128,51335,25923,6788
28986	F	7746,10474,493861,4804,23741,55755,79618,54780,266812,51588,10603,90933,163126,64112,7132,10318,3838,2006,3183
6129	F	7706,8726,8266,3921,6161,4691,8450,10236,55366,6187,23788,6176,10112,1107,5606,55832,6228,7412,54443,9841,83444,4609,81631,3013,6152,672,4076,101929876,3692,3609,9820,648,7040,5604,25873,382236,6191,1017,6229,7570,641,51547,6223,27229,4522,920,6166,79753,10551,28998,6232,1025,79759,7555,51341,5499,11113,2794,6193,3192,43740578,63891,9020,6210,4809,83743,4147,6227,64412,66661,6168,81910,11224,10383,8539,6136,23223,9401,6147,25764,5071,10412,8359,2099,9730,6119,440026,51121,2335,6154,4839,4799,66489,9188,6134,11190,149041,9904,51264,3146,1108,405,4670,6137,55011,6222,6125,64061,6059,9978,3845,6133,10399,7553,6138,6230,55759,5537,2091,6117,4914,1080,6780,6156,140801,65018,10528,10450,51065,9775,6606,57721,10987,11004,7329,7024,10014,6217,27107,84524,8663,6204,7284,6208,26146,292,7738,6169,6615,951475,1912,5501,10594,10614,29117,3320,2926,4843,5245,3608,43740570,5093,8452,6164,51234,6123,135295,5901,9055,11103,6181,6143,84365,1540,6787,6625,9782,6142,6130,7337,220717,83987,6175,652,6132,-,5538,3312,2177,69408,5777,55299,6928,10413,6188,6206,4171,4736,6199,81542,79050,9928,6146,8445,115509,9343,9349,5728,2245,83732,409,6155,6160,6235,27292,149628,7443,6118,10514,23363,51574,6201,10525,43740572,6128,10971,51199,92421,22913,1915,51081,8761,6224,6203,3783746,23212,730211,7283,8453,10425,4520,51333,43740571,51520,155061,1736,54542,26354,6144,4869,57062,9212,43740573,6207,7112,6135,58157,80764,84733,3326,1938,6045,25980,330,22985,6124,6231,1956,13669,11060,9493,9924,3164,6139,101928243,51602,9325,26986,79577,124245,7182,9045,23435,6189,3575,43740574,84640,6194,5978,8065,23521,6209,10969,23481,139422,6159,43740569,6122,10459,100288687,84294,3843,56257,10921,6157,1894,4116,6165,6205,6141,369,10940,51335,7157,56829,128866
55353	F	219402,10668,9146,2012,4734,6582,27076,220002,56134,2703,254827,79583,3177,8797,3084,8795,950,53832,54463,133482,23396,286753,27131,6580,57089,613212,146852,7037,493869,8788,255043,623,57611,3454
207063	F	9245,148534,51227,363,341,64755,27141,203562,6310,9189,162427,158866,10424,444,51170,3191,81853,116173,255043,3995,55260
102857	F	53938,60481,6747,57410,10916
81620	F	66246,79791,1432,5601,2309,4869,54882,9031,81620,4171,8850,1642,57520,51053,7161,8450,983,7514,79885,1163,54487,890,81545,898,8451,4175,891,3837,8467,7150,1017,51343,51434,988,991,4999,51514,26517,57606,11124,7153,9689,1678,80006,83743,7027,990,1019,6502,8900,9325,1018,57695,8697,8626,8454,3838,4173,1643,6500,4176,5111,2033,57441,20479,11143,10987,4998,1164,51433
56897	F	25820,5424,57122,7316,7486,112399,6872,2034,56339,55250,4646,29761,5537,2065,149628,83943,4087,56897,254394,29894,9830,7514,8237,79885,7415,5300,10155,6199,4914,2140,22186,55072,23300,7158,10241,114884,988,55716,11116,65018,55140,70,90268,50943,4609,25,3066,23586,56852,8503,6429,57695,253461,3171,57721,2100,4000,57506,57664,5111,3661,5797,3187,672,23774,54472,201973
134218	F	7410,6045,27292,7178,375790,6134,57664,11060,90441,55832,8508,80273,3315,43740575,3066,10664,8345,7978,25962,2099,18458,55294
51406	F	1025,6045,330,3169,9820,7416,3843,57636,23582,6134,43740577,11113,22984,25791,6780,153241,50618,84135,128272,43740578,25926,3832,84916,22976,84128,-,8345,6638,8359,124245,65265,2099,7182,79753,23160
983	F	7706,51496,11316,6389,5925,64376,388698,155871,4691,10524,26136,79155,7412,28984,81631,4609,598,9185,123169,672,1164,10869,388697,9820,151648,7161,1743,63904,5518,55904,8945,55662,1017,1738,56045,3068,157313,3718,5971,29127,925,2735,4288,1869,3024,861,52717,53918,4255,993,995,5499,10155,11113,22858,552900,51343,8030,63891,27429,25,56924,6502,9113,2260,25939,8878,9738,2305,5757,2810,9114,3315,3832,851415,9401,81532,51720,331,51596,22948,8359,4194,2099,640,1111,3009,27288,2335,5422,51184,8797,3728,3146,851564,4082,4771,7345,64151,29066,64061,11140,3845,3932,107242,9088,2624,2091,1355,6117,4914,57664,6780,3005,9133,3660,7248,4261,2534,74107,79370,3428,6714,1018,55858,10671,2033,7329,3577,4067,57291,50628,10014,2237,117159,115207,29978,13191,1027,19401,1022,4236,292,1832,6950,29883,3676,5707,10146,15364,6615,4597,2189,5501,9097,10614,5495,3320,11178,29904,51053,596,203068,891,5245,899,654483,10973,55681,6657,448834,2268,5093,6788,1647,994,2539197,9055,81620,22938,2079,11160,983,7704,6625,29980,5519,2175,9782,7337,3028,83987,2022,5371,8812,23326,6047,23411,-,488,3690,3169,5777,10189,10615,9406,6310,9231,4001,9928,51250,9343,115426,85015,7134,10059,10013,595,112399,513751,6118,1163,23363,898,7158,4069,51574,991,771257,9787,10075,26936,3091,10574,4155,381308,3007,3783746,29945,3603,74470,3159,51514,1601,55083,64770,7001,4998,5926,55968,155061,5687,6272,80254,57820,105988,6667,7415,10912,197259,6742,8335,10575,8900,4616,6294,1523,64795,5579,5521,1028,29924,3563,7465,113130,6045,7295,25980,330,222229,9531,1956,580,116685,26270,26271,114799,79839,124245,7182,143471,2176,2670,23397,856289,374139,12534,855201,124540,10857,1026,990,10969,51741,7884,1447,440574,84669,1457,3018,7416,3752,10600,9156,56257,10921,7525,890,1033,56940,9851,5128,90580,10131,3308,699,25852,8621,51649,369,7027,896,2960,7157,9793,8729,9918
84277	F	6307,25793,10959,51006,4987,54831,6490,6285,54539,200232,363,79922,147872,84522,203562,5193,81790,126364,118460,4726,201780,80346,89885,4724,4701,10488,84641,89858,27122,5800,10682,493869,4258,200931,4000,4731,83698,25962,255043,55584,2263,10479,120939
6676	F	643847,8269,9570,140732,27302,4956,64755,26984,113178,286753,222642,85025,55790,79956,432,7920,22976,6319,503497,5350,5780,64102,11270
3416	F	152926,5830,4253,7064,6103,3115,64419,54517,83475,23409,8335,84419,51377,1445,43740568,54923,3481,-,3191,51540,57017,51533,57128,3945,330,57678,57144,3630,57149,10078,54893,167227,856924,3479,284106,4914,27236,2017,220004,833,27283,6470,220001,6691,3225,4961482,283377,5728,84651,93100,79717,2908,10455,60493,64786,219844,498,851676,27121,6774,12534,43740578,10229,6472,6368,22901,7385,374354,528,2100,2139,6772,5049,63929,283742,7316,284467,100288687,1489680,10196,2935,4817,5074,84908,80324,64135,3939,4155,8517,80207,118487,367,6120,23708,51142,25975,10763,1672,10536,55968
79590	F	6272,65003,124995,64976,4869,123263,26046,9512,29093,55028,149041,8209,79736,6625,64949,55720,64745,22868,3396,6742,55218,65080,11128,2022,6222,4191,23203,6135,6132,26589,115004,85476,-,123169,6457,10573,5163,10482,64978,83943,10884,549,65005,10102,1062,26164,4914,57664,382236,7019,4528,8945,6139,26995,9564,125988,92170,51250,219927,28977,1431,28976,84340,7182,79753,54968,51258,28998,5921,219402,27248,22608,51001,60493,414919,8446,84881,668,64969,92399,10155,79922,9862,7284,9694,6193,21951,9617,51204,51574,6194,27429,64975,5978,51069,84311,6209,54534,55006,51253,55794,5936,6128,29074,84681,9238,79072,54148,57129,196074,3329,10614,1244,80775,108000,69259,708,2926,9830,56257,54516,6183,55173,118487,27023,9801,54998,91574,55013,51073,90550,6205,6141,6790,8604,3608,9401,10128,51335,7157,8452,56829,3178
5608	F	10399,79791,1432,894,25793,3082,4217,207,26416,4216,5330,5585,5894,6416,5594,120892,1030,6794,8678,57664,9344,1969,5608,2264,4092,11186,5970,5606,4868,673,6885,9261,7098,5728,1846,3265,84662,9463,1469,4292,1647,6300,5607,7189,124220
10218	F	4836,80267,10574,2783,10576,55741,25793,84078,7023,7923,10218,6950,908,88,51061
527	F	390212,135932,85027,4188,2064,4988,339302,161198,60401,64215,4140,170261,29956,64115,2866,2079,1192,969,10159,219738,3845,433,80380,363,4257,2040,9114,2867,43740573,203547,43740574,5684,203562,126364,81833,43740578,23281,388512,29121,57185,1896,162427,136263,90231,10488,26123,6541,245972,345275,973,23545,221687,43740568,5791,2848,147007,1528,203328,506,43740571,4000,199675,2631,963,116151,4481,252839,2123,221476,3821,55800,55508,3032
3592	F	3593,10295,5294,7373,50848,54908,5865
57645	F	81559,21849,1994,10095,10155,9338,3320,7347,23582
56342	F	3006,1736,51121,84838,26354,9055,5925,57062,11103,54606,4691,8450,6625,10112,57332,1108,81875,51018,55832,64802,6207,51366,10240,643836,84186,55661,23367,9841,23560,23451,26747,-,64282,26959,22980,27042,3692,55299,9820,5496,55342,22907,79885,13669,11060,16341,6780,9928,7570,10528,9933,79039,10285,2322,3428,51187,27067,55054,83732,124245,7182,4288,79753,64763,28998,11222,55003,2908,57693,57109,8531,10643,29889,4343,6895,6189,221785,84146,23363,11113,79084,51574,60488,6194,56980,79727,7738,23378,9136,5976,84656,8454,64412,6122,6168,692312,1457,29117,100287932,79954,950,4193,155908,4332,54998,51649,51087,7564,4931,6940,5093,51335,51333,79101,54989,2099,400506
80017	F	22921,293,43740571,57144,284184,1489677,5684,2322,80017,388962
8841	F	25813,2969,5591,2158,602,6926,4846,5925,1316,7101,10521,6667,442247,8431,7704,8204,5531,5300,81545,9734,10524,1602,865,221613,23186,4092,1107,51043,92906,8841,4152,6688,1990,10488,3949,7528,7112,9682,84458,268903,5371,4848,4609,10575,359948,23451,4772,5295,10628,6294,8819,6239,1786,863,54625,221264,2130,2874,3312,1616,862,80764,6597,29123,23475,23028,4205,23118,6839,1432,55704,83990,7975,79718,6736,6478,3172,5629,9569,2624,1642,3607,155807,3725,7514,79685,9203,5471,79794,6722,112939,7203,25855,55662,6721,2801,6310,2010,1620,9612,2623,20602,5017,7155,23765,5933,5600,4209,4792,6714,1655,31,79149,1459,64919,55806,29803,2033,7182,6907,10914,84106,4841,7189,861,595,9611,112399,6829,8350,22900,10014,51341,8850,5914,11091,701,10694,55124,7846,5499,10155,57763,8521,55621,8451,3480,6774,9919,4898,200879,7707,6497,54880,2120,5928,11051,6950,55758,142,26060,10576,23253,135398,20185,5468,2100,3091,11331,3661,10971,6772,10009,155459,467,7428,6615,1874,9572,8839,1052,10320,1457,83746,9667,4101,207,4780,84569,51564,1387,4790,51053,90665,10574,6850,93166,7181,3603,7291,4113,908,84101,5970,4193,83933,22981,3308,7067,1487,9759,6602,2625,3642,5087,367,7538,11108,64783,6657,255626,51548,860,152816,22948,328,7068,4287,8359,2099,9730,604,6256,17344,23081,9139
6433	F	70925,85403,25831,1743,84991,92291,10921,4914,6625,23210,8019,10112,1107,1108,55832,79155,51366,18044,8924,56852,55054,2100,29105,2130,8359,124245,2099,55247
7273	F	3009,3006,7410,55723,2335,26548,6341,4869,11052,4607,6667,8450,25822,8557,26287,440689,1108,56288,3983,338872,7273,51100,4604,26156,79745,8335,51366,26001,22827,4738,5837,6733,87,9702,2130,11337,7465,3845,672,10133,4606,102724334,1410,825,6045,23118,330,154796,813,9820,4171,51371,1956,9693,8139,4914,23462,5604,3181,6427,999,2023,1017,56704,4077,9107,3660,3895,3304,8445,23243,3336,7536,26227,3987,4000,5935,10987,3856,10551,7329,65095,23435,340900,7090,5594,84665,375790,2027,27063,7846,7319,7360,23013,30849,2273,3185,9070,10961,7153,4608,2274,8736,84448,144983,19016,201595,213,506,408,10971,200539,7156,64778,84675,4756,91754,286,92421,2515,8878,10614,513,8349,88,85235,708,56257,381644,3098,51296,908,7150,5245,9819,5394,3693,3159,6445,89,8453,6136,10049,6261,9987,9172,3316,81,23077,154,8291,8452,84676,7267,8345,23139,310,11200,8359,84033,1111
4676	F	7706,9811,51318,9055,4869,5977,8338,4691,155871,11190,167691,8797,10112,9782,266812,26136,4676,55832,5031,208518,3028,55011,8335,4673,54443,4686,8697,623,56041,6647,10482,8290,236930,2091,7514,4914,10916,2023,1627,8570,9928,10791,9343,3735,4543,3646,117178,17997,3718,1994,55054,2033,3187,126961,23774,2256,85366,1639,3024,112399,202299,4343,8663,8881,5590,8661,57096,117246,83860,54880,1832,8065,10393,84376,23299,11346,16706,3783709,8454,23481,951475,92421,8370,1457,10594,10614,3018,8349,65970,56257,9830,6874,1033,6196,56940,153241,64682,11156,51434,26415,155908,259266,54998,23196,3012,6141,333932,6657,243846,9401,3066,9887,85451,255626,830,8452,5775,328,8359,2099,152185,128866,8481
10432	F	54542,8726,407026,2335,5424,9439,25793,406952,4799,9055,63948,406950,10282,29079,24148,63976,202559,9212,8573,10181,23054,5977,10521,155871,11190,8450,149041,10236,407046,9734,92345,865,65986,3190,10112,5356,9782,1107,2122,1108,8467,407014,50809,27339,55832,4670,79155,58517,26156,7412,83987,406976,6627,7112,84552,406906,2580,554210,54443,9295,9584,83444,4609,406951,81631,23451,229279,406980,55626,1104,1213,84807,70439,98758,406948,6500,11140,51512,672,10142,407041,407021,9939,56041,406881,3692,6045,2177,407050,330,406985,9820,406937,648,218811,6749,4171,6117,7531,10980,10735,79885,29102,4914,11218,2893,57664,406916,406888,55072,6280,11060,9493,6780,406984,407040,406891,65018,9928,407044,7155,406988,407042,407024,25913,406882,407035,7187,9343,79722,7162,5584,3428,64750,1994,57721,55054,4000,406887,6601,27316,27102,2033,3187,406947,124245,10987,5218,225689,9513,6633,23512,89953,2256,10551,406983,407025,10284,7329,9967,1025,81565,9454,406991,861,85403,406899,2908,10014,22920,3783726,406929,6118,9444,4343,10006,2521,406903,23363,574033,406982,11113,79084,406996,6193,6857,55165,407045,65061,51574,9919,4236,407048,117246,407043,406890,51379,406885,10291,84376,407006,142,7520,26053,2332,3676,1822,406977,6760,8454,10772,406953,821,51199,51504,407047,546,5981,51361,84675,6426,951475,6119,406900,92421,406884,6390,5501,406901,9097,10614,406930,406904,406989,407054,3178,407049,9367,406889,10921,8766,8243,3550,23212,407051,1894,8241,10618,406905,6871,574031,7150,5245,233908,406981,407007,8546,1487,8453,6993,122060,25777,406886,10250,406883,7080,3608,6657,406915,677770,9401,369,3066,406932,406933,5093,406979,406935,574411,8452,84676,406949,860,8359,2099,81533,128866,1656,10949,574032,27185
100423062	F	81609,6045,2335,2177,3680,55128,1956,57521,64794,4914,3543,441631,55011,218,3539,767,2022,3538,26094,11269,203328,51008,80329,79981,79753,23512,28834,146664
55738	F	406881,83899,1175,145226,9910,2949,3636,2353,7905,55325,7430,185,120892,5893,84364,7514,386676,3098,6917,10498,25836,54922,5997,373,1741,11345,1173,60626,1400,636,11231,7083,9442,348,345,10945,43740578,9392,375,9043,728378,51715,6146,163,3927,57609,2339,6811,5983,26286,5567,6790,6135,81631,10673,1314,136371,55248,2896,6606,7037,160,3265,83897,162,2100,4893,2342,90379,8729,10987,23383,338,161
6431	F	54542,8726,6432,9055,10923,22938,84950,1195,140890,1540,149041,6625,8668,27327,3146,10112,3184,1107,1108,2122,55832,23076,79155,7112,6430,6733,54443,4609,9978,7014,6152,29896,2130,8175,8148,3872,107242,330,3169,6732,9820,10413,7013,7409,7531,7514,10421,580,4914,57664,11060,9493,6780,9924,4001,9928,10450,9343,23070,9775,6429,1994,57721,83732,2033,124245,3187,10987,7182,4288,79753,23512,22916,23435,7443,401036,51213,6428,2521,23363,11113,51574,43740578,5928,5978,1846,10262,8454,10772,10971,72462,6426,951475,92421,5501,3329,10614,29117,55692,10921,1894,4116,950,8241,114034,5245,8453,10250,6434,26576,10891,51631,9401,5093,25923,7157,8683,64196,11338,8359,2099,3178
10979	F	7706,55835,2158,5213,826,91833,57448,7415,11235,3190,1155,4904,1676,51659,27430,4609,43740568,56061,26007,51540,3845,55612,89870,166379,501,7430,7531,2597,5198,7514,4914,55752,10801,51015,6714,84984,23071,3611,156,26985,3265,8626,6636,100689388,3987,1499,7414,3313,7555,7791,7534,6632,5594,11113,1859,2273,2633,3916,55742,23299,133686,4893,821,116173,43740569,116840,8301,5595,54751,7533,83706,57154,10642,1983,145508,6196,60528,10618,200728,80218,3688,6657,14199,134701,43740571,328,220988,8729
6430	F	55234,6432,6836,9055,29079,24148,22938,84950,9188,1195,140890,4691,1540,9398,10236,6625,6187,3146,10112,1107,6607,1108,1847,27339,55832,4670,79155,55011,6431,6733,54443,6421,23451,729230,7074,29896,2130,8175,23252,6651,10114,107242,1432,55759,25980,330,5777,3609,23101,7514,580,4914,51028,57664,5604,92609,3181,6280,8664,11060,9493,57569,9928,54499,8638,10450,93145,10813,51547,10245,9343,23753,3068,23070,5660,9775,26227,22976,55920,6606,1994,55054,6636,83732,4000,124245,3187,10987,121457,79753,23512,4288,8233,10284,81855,6195,4735,4343,6428,2194,5499,2521,11113,1859,1654,51574,988,43740578,51075,23524,7307,1044,2975,9020,10291,5978,9477,4809,7385,10075,8454,528,2100,81704,51504,83932,5597,6426,92421,100288687,5501,10594,29117,4436,5532,5961,10713,1665,114990,3550,2314,23212,1894,9092,4116,6871,22084,5245,8898,110809,4627,10250,6434,989,3608,10891,7175,6834,10425,8452,11338,328,9129,81853,2099,89941,8359,81533,128866,51639,5725,10949
3978	F	3006,5810,54537,226791,116940,63922,10196,2821,2237,5422,10135,1642,4343,5883,4914,10155,57664,10238,5997,9984,8451,1859,10919,25865,169436,23059,6046,3315,23517,79813,29128,6790,142,115992,5579,933,4361,5111,3187,7182,3364,1414
92797	F	117145,23649,11091,6787,890,5378,53860,90379,25962,5434,5422,23512,84681,6119,6118,6117
29722	F	23327,55740
91133	F	22981,5700,84456,5693,10213,11077,5694,3839,56034,5686,6170,5688
9894	F	1399,545,19386,79657,81622,9861,5591,9276,204,112399,1844,80230,91442,10010,9150,8295,324,472,6195,10456,55671,682,27202,1956,9675,7514,4914,7415,56505,26168,57697,6196,57664,3337,84930,43740573,22820,84126,3866,43740578,55716,3308,55011,1201,4887,79155,9710,23049,1131,5794,11073,73708,9500,8607,9866,773,1832,10856,55367,116143,14254600,2475,2002,1489672,1849,80185,5799,3091,57175,10076,114971,3362,23774,5597
533	F	2012,729515,1287,83873,10482,2740,11213,2866,4343,7531,2703,2040,203547,6721,222487,6554,81833,116211,7532,355,347,4544,56947,6518,154,6640,932,4284,116151,3821,11270
115098	F	3024,81910,9097,10614,66489,7430,10586,2091,6134,56257,7514,149041,43740577,4914,6199,8575,474,23462,7415,6625,1859,9694,11060,93380,23567,55832,3660,4627,54880,10528,1738,7517,9020,9343,69837,55054,5610,90379,328,2130,821,8345,104,81533,66661,2099,68183,1639
965	F	3964,1956,9709,145447,3301,3965,10690,2100,3688,914,2099,3958,654346,5984
6170	F	6123,5777,2074,8350,6161,8761,2886,2091,8353,2932,701,9320,10520,1876,56257,6189,6203,121536,57664,55072,3181,6191,79723,51574,8651,988,1022,6165,5931,117246,5245,3916,6194,3660,5031,81671,558,6222,84458,43740570,9349,369,6209,171023,91133,26986,1848,2100,5935,821,4940,83639,81533,124245,815,6168,6133
64760	F	1195,79659,4644,55181,24149,84376,9401,51361
79666	F	170954,645073,6001,90594,6926,27232,10286,10346,1795,51562,9802,10589,7468,10313,2258,64137,8436,166979,54617,23503,26511,57332,343472,51499,83851,57142,2022,7965,7528,133022,8503,6284,4698,23593,340419,284904,5573,60490,91703,2275,374355,5413,1831,23641,84245,50964,387267,9196,79169,65056,23219,51742,2752,5635,1411,11033,9863,113878,5604,4774,55246,58500,80817,10361,65264,84456,55211,29993,63978,57559,10567,64769,338440,60313,222389,718,2316,283237,1994,85397,318,219833,7159,4149,170082,91272,25876,10897,58538,4841,7189,5027,55086,6252,24139,55003,56475,4735,5914,4343,219899,148398,43740577,8663,353333,7360,5166,5571,54957,7391,27095,2829,153020,11066,23265,4236,23639,6472,1794,27129,8545,54461,114825,54676,58524,56906,6227,26060,1846,54828,22803,10773,54974,1854,126282,256646,2184,5774,25816,9364,26749,6271,64781,10417,51545,64853,29117,2810,26580,83786,26258,4155,57541,202051,23157,2669,1329,11007,79871,10127,6120,57187,23151,90007,444,51142,7718,57639,254359,57410,120534,2671
5034	F	2882,158763,57542,1974,283208,6836,8266,5715,9055,4646,5955,353132,353141,9212,283464,337959,2932,18452,8974,345557,4956,1540,3785,51207,7415,6787,1386,29957,196472,10112,1999,3184,5798,4478,25766,3028,79155,83987,57621,7112,4547,3949,22827,5033,23036,64087,5611,653240,10575,7450,4609,6294,811,6047,-,5538,2130,337968,672,9690,5801,107242,9939,5034,3326,6045,10539,2177,25980,51430,3690,330,6647,813,9820,10413,648,83943,9695,7038,10054,4719,7430,5688,3998,9531,4171,54539,1956,100009586,80267,79921,5202,10421,7040,4914,5160,1080,4728,57664,5224,23065,199834,5621,29979,9493,1207,6780,2023,78999,1017,79600,9928,9638,26270,8496,26123,1489676,51547,9343,3014,89122,2896,1459,26986,57721,9601,5819,409,553115,155971,26505,124245,1499,2887,10551,23512,55,60321,8189,1025,342538,84856,2923,3846,23268,10014,9040,3309,162466,368,23193,3375,29978,2027,11211,54935,51692,5499,8715,43740577,80728,11113,54908,43740574,498,125972,8899,7148,7620,5962,8030,673,43740578,10449,10130,5794,474354,127733,8078,64175,7347,83901,7184,2202,5162,7385,374354,506,408,2100,2260,7384,10971,56605,43740569,842,4723,8462,92421,3965,3329,10614,8764,3320,5954,120892,7165,4961475,10574,1470,27161,10226,51400,401505,7205,81608,3934,50863,1894,5684,5245,9731,5589,155908,9446,7086,8453,54732,333932,231225,386683,369,55973,5800,9401,7852,5479,51142,9459,54,8452,5071,5226,43740571,11338,328,5111,25962,2099,60,10076,871,9352,81533,4690,30001,5764,8737,640,3178
127253	F	54039,79734,4745,80317,26046,11127,6653,115265,85360,74355,701,4753,8816,57664,67139,27283,3949,54901,2192,387032,9463,3796,8858,51172,4038,3956,11130,11004,2729
3690	F	7094,23421,2335,678,5163,1796,207,3685,83706,2317,983,6850,2185,1969,5829,3678,5321,856709,10298,3674,5803,3791,2891,3688,6464,5175,6714,5156,2316,3611,5159,5579,3676,5747,3265,2260,5320,2243,2266,7057,5764,5595,10519,5034
78987	F	3692,64805,10980,2661,11211,43740577,10524,5733,54956,55716,939,3359,9551,221188,1902,4544,9978,4214,23649,6047,9869,1937,79797,5764
93323	F	18817,80254,4291,127703,55835,662,163786,54806,219072,29079,1639,23354,11064,5108,85302,7514,9662,225745,9859,22995,230376,145508,167691,8881,57096,54801,80184,219844,83878,159989,1859,153241,9851,9731,80817,22981,43740578,11116,54903,3315,57534,84902,54535,93145,53371,55559,66296,57610,150274,117178,64770,55051,57545,26052,134359,328,29922,51160,51199,55142,79598,152185,22832,23322,25828,54545,55093,8481,4957,124220
55201	F	567,345757,9021,5496,54413,1639,472,2267,58485,10492,375790,57520,80174,1489424,5929,5300,4914,10155,57664,84557,283349,301,3181,11186,10963,8945,1489425,64422,83593,9083,200879,9759,4131,355,9343,6733,6789,81631,1489369,10128,10330,56289,6788,2287,1489047,152185,26088,1489079,9181,23291
5144	F	10399,7706,319757,25793,4067,4105,5144,98366,5530,5347,5594,2932,9659,5532,19249,51207,56376,474,373,2885,5534,84717,4193,1017,51588,9590,16554,12235,6709,5048,274,3707,79782,7185,5566,9472,2534,390535,1452,23390,6714,25,5295,3265,99100,5142,408,409,22890,3191,25962,6453,8161,5208,100132565
147719	F	64222,64601,83990,729085,78994,79414,10024,547,100507436,222229,157680,79695,8131,10443,80028,56983,55229,11196,55741,54859,10220,55181,81930,317,57617,3954,11113,51567,57143,4047,55135,9509,10260,64132,4077,79866,2588,2201,5125,7105,10570,9700,388650,9646,57168,445571,5426,89782,6491,9374,65094,11319,4884,80000,8443,2081,170384,220323,4885,10947,9907,9736,152992,7277,3845,84033,55170,4669
8086	F	7329,19386,92421,81622,57122,330,27076,9820,91137,54491,7982,9636,1956,23770,55630,2194,7514,1948,7319,4914,10155,22196,23399,269966,23363,57664,11113,43740574,23788,100088,43740573,1894,10112,3837,103468,43740578,55716,26123,43740577,54443,43740570,4609,3428,81929,79867,43740572,150274,2773,6047,3265,5770,9972,1849,1848,5966,4893,43740571,821,7048,-,8359,89941,672,3845,43740569,5597,64091
5108	F	219072,23354,10112,3866,55388,84708,9416,55909,145773,134359,10142,6491,54930,54839,84318,54862,230967,4649,1062,2059,8239,10632,8945,85461,2801,22994,6241,28952,84260,84292,90417,51547,225523,55320,3880,79441,285753,22863,22832,89953,55142,165918,23597,11228,1613,7259,5586,7534,57096,54801,10198,90799,43740578,54535,24144,71228,23299,10928,67052,10807,4957,1874,9738,54806,54939,150468,10152,202051,22981,225164,23392,6635,1452,93594,5479,51019,77579,60,55094,200081,23093,4646,11100,14254602,11190,9662,167691,10403,79649,208518,80173,10445,55559,80212,83540,1213,23085,2130,11337,1649,374355,56041,157922,285331,84182,225745,4914,9859,374654,80184,55072,22852,6780,9133,65018,57536,153733,7248,74107,9654,5584,17997,5116,55588,79598,57587,3161,8045,115106,115207,285672,26005,2521,636,9125,213539,55148,19087,54550,26146,9825,1832,6603,91978,2100,220134,689,5577,585,132320,145508,25843,891,84461,11116,75296,55081,545389,27122,23271,9887,27128,99100,3622,57545,76816,328,26160,55125,60485,9404,55835,9055,54069,7798,55012,8573,85302,317762,93492,1540,23381,5515,54464,83987,12009,84687,79096,55857,84960,165055,998,85478,29922,26586,84289,93323,18749,6721,57701,9928,374618,60561,9513,10466,6829,112399,101565,343099,8480,55036,6118,23363,123811,9500,84376,43740572,7272,10971,49856,51199,26370,149371,54039,1489680,79048,232339,163786,3431,5347,192666,10458,381644,74470,85444,950,9001,168090,7283,57534,54954,81624,5825,76614,8924,10464,64770,55787,214444,80254,29079,51792,10181,4534,1454,81671,6742,2775,25926,9657,60412,3191,54970,64793,65244,8411,64792,7531,11064,89796,229841,9924,55609,57606,9857,117178,25998,10097,55054,7159,121441,284427,23774,645455,25904,51122,147841,10006,23380,3831,28981,54908,29888,26524,55165,3420,55722,22897,54465,23322,3843,90410,8458,1453,216274,22995,153643,57489,153241,9851,150082,9731,8872,84902,71710,67200,6744,8655,79848,10318,9108,12704,25962,152185,8481
55159	F	5305,51619,4154,7322,3329,10482,2803,3320,51562,14027,2734,4343,6117,6118,10574,55159,10694,7514,5202,12469,9859,7166,57521,55366,9114,55072,1894,7203,908,4193,57172,27339,79155,3300,5201,7324,7334,55294,55646,55284,10477,6950,10525,55744,7321,7184,10575,12464,10576,5888,55212,7157,1994,22948,821,5111,8359,10193,7323,6119,201973
10526	F	440026,4646,27034,682,9422,1540,167691,65986,90850,5733,1847,50809,5031,6175,55422,10673,192670,6047,1489672,134359,-,5460,3839,284369,7553,81622,342132,330,57452,10482,5496,57636,7531,1956,4914,1080,57664,80108,5829,3842,6310,192669,253461,117178,79149,23095,29803,114879,5879,112399,6728,5899,23468,55705,10155,221785,636,57096,2040,43740578,162239,54880,274,7490,79923,21849,868,5892,81892,79943,23322,6615,7179,10459,25953,10492,27161,145508,6196,51296,3837,30832,118487,23361,369,9401,43740575,26523,6147,8452,43740571,25962,114971,152185,3362
